species_id	common_name	scientific_name	species_num_cd
RNST	Red-necked Stint	Calidris ruficollis	242.19999999999999
RODO	Rock Dove	Columba livia	
ROFL	Royal Flycatcher	Onychorhynchus coronatus	
ROGO	Ross's Goose	Chen rossii	170
ROGU	Ross's Gull	Rhodostethia rosea	61
ROHA	Roadside Hawk	Buteo magnirostris	343.10000000000002
ROPI	Rock Pigeon	Columba livia	313.10000000000002
ROPT	Rock Ptarmigan	Lagopus muta	302
ROSA	Rock Sandpiper	Calidris ptilocnemis	236
ROSP	Roseate Spoonbill	Platalea ajaja	183
ROST	Roseate Tern	Sterna dougallii	72
ROTT	Rosy Thrush-Tanager	Rhodinocichla rosea	
ROWR	Rock Wren	Salpinctes obsoletus	715
ROYT	Royal Tern	Thallasseus maximus	65
RRAN	Rufous-rumped Antwren	Terenura callinota	
RRPA	Rose-ringed Parakeet	Psittacula krameri	
RRSH	Red-naped X Red-breasted Saps. Hybrid	Sphyrapicus nuchalis x ruber	
RRWO	Red-rumped Woodpecker	Veniliornis kirkii	
RSBL	Red-shouldered Blackbird	Agelaius assimilis	
RSFL	Red-shafted Flicker	Colaptes a. cafer	413
RSHA	Red-shouldered Hawk	Buteo lineatus	339
RSTO	Rufous-sided Towhee	Pipilo maculatus/erythr.	
RTAH	Rufous-tailed Hummingbird	Amazilia tzacatl	
RTAP	Ring-tailed Pigeon	Patagioenas caribaea	
RTAT	Red-throated Ant-Tanager	Habia fuscicauda	
RTBE	Rose-throated Becard	Pachyramphus aglaiae	441.10000000000002
RTCA	Red-throated Caracara	Ibycter americanus	
RTHA	Red-tailed Hawk	Buteo jamaicensis	337
RTHE	Rufescent Tiger-Heron	Tigrisoma lineatum	
RTHU	Ruby-throated Hummingbird	Archilochus colubris	428
RTJA	Rufous-tailed Jacamar	Galbula ruficauda	
RTLO	Red-throated Loon	Gavia stellata	11
RTOH	Ruby-topaz Hummingbird	Chrysolampis mosquitus	
RTPI	Red-throated Pipit	Anthus cervinus	699
RTSO	Rufous-throated Solitaire	Myadestes genibarbis	912.70000000000005
RTTA	Rose-throated Tanager	Piranga roseogularis	
RTTR	Red-tailed Tropicbird	Phaethon rubricauda	113.09999999999999
RUAN	Russet Antshrike	Thamnistes anabatinus	
RUBL	Rusty Blackbird	Euphagus carolinus	509
RUBU	Rustic Bunting	Emberiza rustica	535.10000000000002
RUCR	Ruddy Crake	Laterallus ruber	
RUDP	Ruddy Pigeon	Patagioenas subvinacea	
RUDU	Ruddy Duck	Oxyura jamaicensis	167
RUFF	Ruff	Philomachus pugnax	260
RUFG	Ruddy Foliage-gleaner	Automolus rubiginosus	
RUFH	Rufous-tailed Hummingbird	Amazilia tzacatl	438
RUFP	Rufous Piha	Lipaugus unirufus	
RUGD	Ruddy Ground-Dove	Columbina talpacoti	320.10000000000002
RUGR	Ruffed Grouse	Bonasa umbellus	300
RUHU	Rufous Hummingbird	Selasphorus rufus	433
RUNI	Rufous Nightjar	Caprimulgus rufus	
RUNT	Russet Nightingale-Thrush	Catharus occidentalis	
RUQD	Ruddy Quail-Dove	Geotrygon montana	322.10000000000002
RUSA	Rufous Sabrewing	Campylopterus rufus	
RUSP	Rusty Sparrow	Aimophila rufescens	
RUTR	Ruddy Treerunner	Margarornis rubiginosus	
RUTU	Ruddy Turnstone	Arenaria interpres	283
RUWO	Ruddy Woodcreeper	Dendrocincla homochroa	
RUWR	Rufous-necked Wood-Rail	Aramides axillaris	
RVBU	Red-vented Bulbul	Pycnonotus cafer	726.20000000000005
RVCH	Rufous-vented Chachalaca	Ortalis ruficauda	
RVGC	Rufous-vented Ground-Cuckoo	Neomorphus geoffroyi	
RWAN	Rufous-winged Antwren	Herpsilochmus rufimarginatus	
RWBL	Red-winged Blackbird	Agelaius phoeniceus	498
RWBU	Red-whiskered Bulbul	Pycnonotus jocosus	726.10000000000002
RWSP	Rufous-winged Sparrow	Aimophila carpalis	579
RWTA	Rufous-winged Tanager	Tangara lavinia	
RWWO	Rufous-winged Woodpecker	Piculus simplex	
SACR	Sandhill Crane	Grus canadensis	206
SAFI	Saffron Finch	Sicalis flaveola	586.10000000000002
SAFL	Sad Flycatcher	Myiarchus barbirostris	909.39999999999998
SAGS	Sage Sparrow	Amphispiza belli	574
SAGU	Sabine's Gull	Xema sabini	62
SAHA	Savanna Hawk	Buteogallus meridionalis	
SAND	Sanderling	Calidris alba	248
SAPA	Sapayoa	Sapayoa aenigma	
SAPH	Say's Phoebe	Sayornis saya	457
SATE	Sandwich Tern	Thallasseus sandvicensis	67
SATH	Sage Thrasher	Oreoscoptes montanus	702
SAVI	St. Andrew Vireo	Vireo caribaeus	
SAVS	Savannah Sparrow	Passerculus sandwichensis	542
SBAN	Smooth-billed Ani	Crotophaga ani	383
SBAO	Streak-backed Oriole	Icterus pustulatus	505.10000000000002
SBCU	Slender-billed Curlew	Numenius tenuirostris	
SBDO	Short-billed Dowitcher	Limnodromus griseus	231
SBDU	Spot-billed Duck	Anas poecilorhyncha	
SBEH	Snowy-bellied Hummingbird	Amazilia edward	
SBFF	Slaty-backed Forest-Falcon	Micrastur mirandollei	
SBFL	Sulphur-bellied Flycatcher	Myiodynastes luteiventris	451
SBGR	Slender-billed Grackle	Quiscalus palustris	
SBGU	Slaty-backed Gull	Larus schistisagus	48
SBJA	San Blas Jay	Cyanocorax sanblasianus	483.10000000000002
SBKI	Slender-billed Kite	Rostrhamus hamatus	
SBNT	Slaty-backed Nightingale-Thrush	Catharus fuscater	
SBOH	Spotted x Barred Owl Hybrid	Strix occiden. x varia	368.60000000000002
SBPI	Short-billed Pigeon	Patagioenas nigrirostris	
SBRH	Scaly-breasted Hummingbird	Phaeochroa cuvieri	
SBRO	Siberian Blue Robin	Luscinia cyane	
SBSA	Spoon-billed Sandpiper	Eurynorhynchus pygmeus	245
SBSW	Spot-breasted Wren	Thryothorus maculipectus	
SBTA	Scarlet-browed Tanager	Heterospingus xanthopygius	
SBTH	Scaly-breasted Thrasher	Allenia fuscus	
SBTI	Slaty-breasted Tinamou	Crypturellus boucardi	
SBTR	Streak-breasted Treehunter	Thripadectes rufobrunneus	
SBWP	Spot-breasted Woodpecker	Colaptes punctigula	
SCAA	Scaled Antpitta	Grallaria guatimalensis	
SCBA	Spot-crowned Barbet	Capito maculicoronatus	
SCBH	Scaled and Northern Bobwhite Hybrid		
SCBT	Sooty-capped Bush-Tanager	Chlorospingus pileatus	
SCBW	Scaly-breasted Wren	Microcerculus marginatus	
SCCO	Short-crested Coquette	Lophornis brachylophus	
SCGO	Small Canada Goose	Branta c. parvipes	172.90000000000001
SCHA	Streak-chested Antpitta	Hylopezus perspicillatus	
SCHT	Spangle-cheeked Tanager	Tangara dowii	
SCHU	Scintillant Hummingbird	Selasphorus scintilla	
SCHW	Stripe-cheeked Woodpecker	Piculus callopterus	
SCIB	Scarlet Ibis	Eudocimus ruber	185
SCJU	Slate-colored Junco	Junco h. hyemalis	567
SCMA	Scarlet Macaw	Ara macao	
SCOG	Slate-colored Grosbeak	Saltator grossus	
SCOR	Scott's Oriole	Icterus parisorum	504
SCOW	Screech Owl		
SCPI	Scaled Pigeon	Patagioenas speciosa	
SCPT	Scale-crested Pygmy-Tyrant	Lophotriccus pileatus	
SCQU	Scaled Quail	Callipepla squamata	293
SCRG	Scrub Greenlet	Hylophilus flavipes	
SCRW	Spot-crowned Woodcreeper	Lepidocolaptes affinis	
SCSE	Slate-colored Seedeater	Sporophila schistacea	
SCSO	Slate-colored Solitaire	Myadestes unicolor	
SCTA	Scarlet Tanager	Piranga olivacea	608
SECF	Sepia-capped Flycatcher	Leptopogon amaurocephalus	
SEHA	Semiplumbeous Hawk	Leucopternis semiplumbeus	
SEOW	Short-eared Owl	Asio flammeus	367
SEPL	Semipalmated Plover	Charadrius semipalmatus	274
SESA	Semipalmated Sandpiper	Calidris pusilla	246
SESP	Seaside Sparrow	Ammodramus maritimus	550
SEUP	Scrub Euphonia	Euphonia affinis	
SEWA	Semper's Warbler	Leucopeza semperi	
SEWR	Sedge Wren	Cistothorus platensis	724
SFAN	Spiny-faced Antshrike	Xenornis setifrons	
SFFI	Sooty-faced Finch	Lysurus crassirostris	
SFSW	Spot-fronted Swift	Cypseloides cherriei	
SFTA	Silvery-fronted Tapaculo	Scytalopus argentifrons	
SGBW	Straight-billed Woodcreeper	Xiphorhynchus picus	
SHAL	Shy Albatross	Thalassarche cauta	82.299999999999997
SHAR	Sharpbill	Oxyruncus cristatus	
SHBF	Stripe-headed Brush-Finch	Buarremon torquatus	
SHCO	Shiny Cowbird	Molothrus bonariensis	496.10000000000002
SHHO	Shining Honeycreeper	Cyanerpes lucidus	
SHOS	Short-tailed Shearwater	Puffinus tenuirostris	96
SHPA	Saffron-headed Parrot	Pionopsitta pyrilia	
SHSP	Stripe-headed Sparrow	Aimophila ruficauda	
SHTF	Slate-headed Tody-Flycatcher	Poecilotriccus sylvia	
SHTH	Sapphire-throated Hummingbird	Lepidopyga coeruleogularis	
SHTN	Short-tailed Nighthawk	Lurocalis semitorquatus	
SHTY	Sooty-headed Tyrannulet	Phyllomyias griseiceps	
SHWO	Streak-headed Woodcreeper	Lepidocolaptes souleyetii	
SHWR	Sooty-headed Wren	Thryothorus spadix	910.89999999999998
SIAC	Siberian Accentor	Prunella montanella	749.10000000000002
SIBW	Stripe-breasted Wren	Thryothorus thoracicus	
SICR	Sinaloa Crow	Corvus sinaloae	
SIMA	Sinaloa Martin	Progne sinaloae	
SIQU	Singing Quail	Dactylortyx thoracicus	
SIRU	Siberian Rubythroat	Luscinia calliope	764.10000000000002
SIRY	Sirystes	Sirystes sibilator	
SIWR	Sinaloa Wren	Thryothorus sinaloa	
SKLA	Sky Lark	Alauda arvensis	473
SLAN	Slaty Antwren	Myrmotherula schisticolor	
SLBF	St. Lucia Black Finch	Melanospiza richardsoni	
SLCF	Slaty-capped Flycatcher	Leptopogon superciliaris	
SLFI	Slaty Finch	Haplospiza rustica	
SLFL	Slaty Flowerpiercer	Diglossa plumbea	
SLOR	St. Lucia Oriole	Icterus laudabilis	
SLPA	St. Lucia Parrot	Amazona versicolor	
SLSH	Slender Sheartail	Doricha enicura	
SLSP	Slaty Spinetail	Synallaxis brachyura	
SLVI	Slaty Vireo	Vireo brevipennis	
SLWA	St. Lucia Warbler	Dendroica delicata	
SMBW	Smoky-brown Woodpecker	Veniliornis fumigatus	
SMEW	Smew	Mergellus albellus	131.09999999999999
SMLO	Smith's Longspur	Calcarius pictus	537
SMSP	Sierra Madre Sparrow	Xenospiza baileyi	
SNBU	Snow Bunting	Plectrophenax nivalis	534
SNBW	Strong-billed Woodcreeper	Xiphocolaptes promeropirhynchus	
SNCO	Snowy Cotinga	Carpodectes nitidus	
SNEG	Snowy Egret	Egretta thula	197
SNGO	Snow Goose	Chen caerulescens	169
SNKI	Snail Kite	Rostrhamus sociabilis	330
SNOC	Snowcap	Microchera albocoronata	
SNOW	Snowy Owl	Bubo scandiacus	376
SNPI	Scaly-naped Pigeon	Patagioenas squamosa	314.10000000000002
SNPL	Snowy Plover	Charadrius alexandrinus	278
SOBE	Southern Bentbill	Oncostoma olivaceum	
SOBT	Southern Beardless-Tyrannulet	Camptostoma obsoletum	
SOCW	Socorro Wren	Troglodytes sissonii	
SODO	Socorro Dove	Zenaida graysoni	
SOEA	Solitary Eagle	Harpyhaliaetus solitarius	
SOFL	Social Flycatcher	Myiozetetes similis	450
SOGR	Sooty Grouse	Dendragapus fuliginosus	
SOHW	Southern House-Wren	Troglodytes a. musculus	
SOLA	Southern Lapwing	Vanellus chilensis	
SOMA	Southern Martin	Progne elegans	
SOMO	Socorro Mockingbird	Mimus graysoni	
SONW	Song Wren	Cyphorhinus phaeocephalus	
SORA	Sora	Porzana carolina	214
SORO	Sooty Robin	Turdus nigrescens	
SOSA	Solitary Sandpiper	Tringa solitaria	256
SOSH	Sooty Shearwater	Puffinus griseus	95
SOSP	Song Sparrow	Melospiza melodia	581
SOTE	Sooty Tern	Onychoprion fuscatus	75
SOVI	Solitary Vireo	Vireo (sp)	629.89999999999998
SPAN	Spotted Antbird	Hylophylax naevioides	
SPBA	Spotted Barbtail	Premnoplex brunnescens	
SPCA	Spot-crowned Antvireo	Dysithamnus puncticeps	
SPCE	Spot-crowned Euphonia	Euphonia imitans	
SPCR	Spotted Crake	Porzana porzana	213
SPDO	Spotted Dove	Streptopelia chinensis	315.10000000000002
SPEI	Spectacled Eider	Somateria fischeri	158
SPEO	Spectacled Owl	Pulsatrix perspicillata	
SPFL	Spotted Flycatcher	Muscicapa striata	
SPGR	Spruce Grouse	Falcipennis canadensis	298
SPMO	Speckled Mourner	Laniocera rufescens	
SPNT	Spotted Nightingale-Thrush	Catharus dryas	
SPOO	Spot-breasted Oriole	Icterus pectoralis	503.19999999999999
SPOW	Spotted Owl	Strix occidentalis	369
SPPA	Spectacled Parrotlet	Forpus conspicillatus	
SPPI	Sprague's Pipit	Anthus spragueii	700
SPQU	Spotted Wood-Quail	Odontophorus guttatus	
SPRA	Spotted Rail	Pardirallus maculatus	
SPRE	Spotted Redshank	Tringa erythropus	253.19999999999999
SPSA	Spotted Sandpiper	Actitis macularius	263
SPSK	South Polar Skua	Stercocarius maccormicki	35.200000000000003
SPTA	Speckled Tanager	Tangara guttata	
SPTH	Sparkling-tailed Hummingbird	Tilmatura dupontii	
SPTN	Spot-tailed Nightjar	Caprimulgus maculicaudus	
SPTO	Spotted Towhee	Pipilo maculatus	588
SPTS	Sharp-tailed Sandpiper	Calidris acuminata	238
SPWO	Spotted Woodcreeper	Xiphorhynchus erythropygius	
SPWR	Spotted Wren	Campylorhynchus gularis	
SQCU	Squirrel Cuckoo	Piaya cayana	
SRCA	Scarlet-rumped Cacique	Cacicus uropygialis	
SRFL	Sulphur-rumped Flycatcher	Myiobius sulphureipygius	
SRGH	Snow X Ross's Goose Hybrid	Chen caerul. x rossii	170.30000000000001
SRTA	Sulphur-rumped Tanager	Heterospingus rubrifrons	
SRTH	Stripe-throated Hermit	Phaethornis striigularis	
SRWS	Southern Rough-winged Swallow	Stelgidopteryx ruficollis	
SSAL	Streaked Saltator	Saltator striatipectus	
SSHA	Sharp-shinned Hawk	Accipiter striatus	332
SSPA	Striped Sparrow	Oriturus superciliosus	
SSTS	Saltmarsh Sharp-tailed Sparrow	Ammodramus caudacutus	549
STAL	Short-tailed Albatross	Phoebastria albatrus	82
STCA	Streak-crowned Antvireo	Dysithamnus striaticeps	
STCU	Striped Cuckoo	Tapera naevia	
STCW	Strickland's Woodpecker	Picoides stricklandi	
STDA	Scarlet-thighed Dacnis	Dacnis venusta	
STEI	Steller's Eider	Polysticta stelleri	157
STFG	Scaly-throated Foliage-gleaner	Anabacerthia variegaticeps	
STFL	Scissor-tailed Flycatcher	Tyrannus forficatus	443
STGN	Slate-throated Gnatcatcher	Polioptila schistaceigula	
STGR	Sharp-tailed Grouse	Tympanuchus phasianellus	308
STHA	Short-tailed Hawk	Buteo brachyurus	344
STHJ	Silvery-throated Jay	Cyanolyca argentigula	
STJA	Steller's Jay	Cyanocitta stelleri	478
STKI	Swallow-tailed Kite	Elanoides forficatus	327
STLE	Scaly-throated Leaftosser	Sclerurus guatemalensis	
STLH	Stripe-tailed Hummingbird	Eupherusa eximia	
STOF	Stolid Flycatcher	Myiarchus stolidus	455.30000000000001
STON	Stonechat	Saxicola torquatus	
STOW	Stygian Owl	Asio stygius	
STPE	Stejneger's Petrel	Pterodroma longirostris	
STPW	Striped Woodhaunter	Hyloctistes subulatus	
STRE	Slate-throated Redstart	Myioborus miniatus	
STRF	Streaked Flycatcher	Myiodynastes maculatus	
STRH	Striated Heron	Butorides striata	
STRM	Streamertail	Trochilus polytmus	
STRO	Striped Owl	Pseudoscops clamator	
STRS	Streaked Shearwater	Calonectris leucomelas	88.099999999999994
STSA	Stilt Sandpiper	Calidris himantopus	233
STSE	Steller's Sea-Eagle	Haliaeetus pelagicus	352.10000000000002
STSP	Sharp-tailed Sparrow	Ammodramus nelsoni/caudacut.	549.89999999999998
STST	Sharp-tailed Streamcreeper	Lochmias nematura	
STSW	Short-tailed Swift	Chaetura brachyura	423.10000000000002
STTA	Silver-throated Tanager	Tangara icterocephala	
STTR	Slaty-tailed Trogon	Trogon massena	
STTS	Stub-tailed Spadebill	Platyrinchus cancrominus	
STWR	Stripe-throated Wren	Thryothorus leucopogon	
STXE	Streaked Xenops	Xenops rutilans	
SUNB	Sunbittern	Eurypyga helias	
SUNG	Sungrebe	Heliornis fulica	
SURF	Surfbird	Aphriza virgata	282
SUSC	Surf Scoter	Melanitta perspicillata	166
SUTA	Summer Tanager	Piranga rubra	610
SUWA	Sutton's Warbler	Parula amer. X Dendroica domi.	663.39999999999998
SUWR	Sumichrast's Wren	Hylorchilus sumichrasti	
SVHU	Steely-vented Hummingbird	Amazilia saucerrottei	
SVPA	St. Vincent Parrot	Amazona guildingii	
SWFG	Slaty-winged Foliage-gleaner	Philydor fuscipenne	
SWFL	Southwestern Willow Flycatcher	Empidonax t. extimus	466.39999999999998
SWHA	Swainson's Hawk	Buteo swainsoni	342
SWPA	Sulphur-winged Parakeet	Pyrrhura hoffmanni	
SWSP	Swamp Sparrow	Melospiza georgiana	584
SWTA	Swallow Tanager	Tersina viridis	
SWTH	Swainson's Thrush	Catharus ustulatus	758
SWWA	Swainson's Warbler	Limnothlypis swainsonii	638
TABT	Tacarcuna Bush-Tanager	Chlorospingus tacarcunae	
TACR	Tamaulipas Crow	Corvus imparatus	489.10000000000002
TAFL	Taiga Flycatcher	Ficedula albicilla	
TAPO	Tamaulipas Pygmy-Owl	Glaucidium sanchezi	
TATA	Tacarcuna Tapaculo	Scytalopus panamensis	
TAWQ	Tacarcuna Wood-Quail	Odontophorus dialeucos	
TBEU	Thick-billed Euphonia	Euphonia laniirostris	
TBFL	Tawny-breasted Flycatcher	Myiobius villosus	
TBHU	Tooth-billed Hummingbird	Androdon aequatorialis	
TBKI	Thick-billed Kingbird	Tyrannus crassirostris	445.10000000000002
TBMO	Turquoise-browed Motmot	Eumomota superciliosa	
TBMU	Thick-billed Murre	Uria lomvia	31
TBPA	Thick-billed Parrot	Rhynchopsitta pachyrhyncha	382.10000000000002
TBSF	Thick-billed Seed-Finch	Oryzoborus funereus	
TBVI	Thick-billed Vireo	Vireo crassirostris	913
TCEU	Tawny-capped Euphonia	Euphonia anneae	
TCFL	Tawny-chested Flycatcher	Aphanotriccus capitalis	
TCGR	Tawny-crowned Greenlet	Hylophilus ochraceiceps	
TCNI	Tawny-collared Nightjar	Caprimulgus salvini	
TCTA	Tawny-crested Tanager	Tachyphonus delatrii	
TESA	Terek Sandpiper	Xenus cinereus	
TEST	Temminck's Stint	Calidris temminckii	
TEWA	Tennessee Warbler	Vermivora peregrina	647
TFGN	Tawny-faced Gnatwren	Microbates cinereiventris	
TFQU	Tawny-faced Quail	Rhynchortyx cinctus	
THAN	Thicket Antpitta	Hylopezus dives	
THGU	Thayer's Gull	Larus thayeri	43.100000000000001
THTI	Thicket Tinamou	Crypturellus cinnamomeus	
THWH	Townsend's x Hermit Warbler Hybrid	Dendroica townsendi x occi.	668.60000000000002
TIHA	Tiny Hawk	Accipiter superciliosus	
TIWR	Timberline Wren	Thryorchilus browni	
TLSC	Thrush-like Schiffornis	Schiffornis turdina	
TOMO	Tody Motmot	Hylomanes momotula	
TOSH	Townsend's Shearwater	Puffinus auricularis	93.099999999999994
TOSO	Townsend's Solitaire	Myadestes townsendi	754
TOTY	Torrent Tyrannulet	Serpophaga cinerea	
TOWA	Townsend's Warbler	Dendroica townsendi	668
TRBL	Tricolored Blackbird	Agelaius tricolor	500
TRES	Tree Swallow	Tachycineta bicolor	614
TRFL	Traill's Flycatcher	Empidonax alnorum/traillii	466.89999999999998
TRGN	Tropical Gnatcatcher	Polioptila plumbea	
TRHE	Tricolored Heron	Egretta tricolor	199
TRKI	Tropical Kingbird	Tyrannus melancholicus	446
TRMO	Tropical Mockingbird	Mimus gilvus	703.20000000000005
TRMU	Tricolored Munia	Lonchura malacca	
TROU	Troupial	Icterus icterus	916.60000000000002
TRPA	Tropical Parula	Parula pitiayumi	649
TRPE	Tropical Pewee	Contopus cinereus	
TRPI	Tree Pipit	Anthus trivialis	
TRSO	Tropical Screech-Owl	Megascops choliba	
TRSP	Tristram's Storm-Petrel	Oceanodroma tristrami	107.09999999999999
TRUS	Trumpeter Swan	Cygnus buccinator	181
TSBL	Tawny-shouldered Blackbird	Agelaius humeralis	500.10000000000002
TSWA	Three-striped Warbler	Basileuterus tristriatus	
TTLE	Tawny-throated Leaftosser	Sclerurus mexicanus	
TUCO	Turquoise Cotinga	Cotinga ridgwayi	
TUDU	Tufted Duck	Aythya fuligula	149.09999999999999
TUFL	Tufted Flycatcher	Mitrephanes phaeocercus	
TUJA	Tufted Jay	Cyanocorax dickeyi	
TUPU	Tufted Puffin	Fratercula cirrhata	12
TUQD	Tuxtla Quail-Dove	Geotrygon carrikeri	
TUSW	Tundra Swan	Cygnus columbianus	
TUTI	Tufted Titmouse	Baeolophus bicolor	731
TUVU	Turkey Vulture	Cathartes aura	325
TWBE	Three-wattled Bellbird	Procnias tricarunculatus	
TWWO	Tawny-winged Woodcreeper	Dendrocincla anabatina	
UAHA	Unidentified Accipiter Hawk	Accipiter (sp)	
UAIH	Ula-ai-hawane	Ciridops anna	
UCFI	Unidentified Carpodacus Finch	Carpodacus (sp)	
UEFL	Unidentified Empidonax Flycatcher	Empidonax (sp)	
ULGU	Unidentified Larus Gull	Larus (sp)	
UNBI	Unidentified Bird	"Aves (gen, sp)"	
UNBL	Unidentified Blackbird	"Icteridae (gen, sp)"	
UNCR	Unidentified Crow	Corvus (sp)	
UNDO	Unidentified Dowitcher	Limnodromus sp.	
UNDU	Unidentified Duck	"Anatinae (gen, sp)"	
UNFL	Unidentified Flycatcher	"Tyrannidae (gen, sp)"	
UNHA	Unidentified Hawk	"Accipitridae (gen, sp)"	
UNHU	Unidentified Hummingbird	"Trochilidae (gen, sp)"	440.89999999999998
UNIC	Uniform Crake	Amaurolimnas concolor	
UNJA	Unicolored Jay	Aphelocoma unicolor	
UNOW	Unidentified Owl	"Strigidae (gen, sp)"	
UNSA	Unidentified Sapsucker	Sphyrapicus (sp)	
UNSP	Unidentified Sparrow	"Emberizidae (gen, sp)"	
UNSW	Unidentified Swallow	"Hirundidae (gen, sp)"	
UNTE	Unidentified Teal	Anas (sp)	140.09999999999999
UNTH	Unidentified Thrush	"Turdidae (gen, sp)"	
UNWA	Unidentified Warbler	"Parulidae (gen, sp)"	
UNWO	Unidentified Woodpecker	"Picadae (gen, sp)"	
UNWR	Unidentified Wren	"Troglodytidae (gen, sp)"	
UPCH	Unidentified Poecile Chickadee	Poecile (sp)	
UPSA	Upland Sandpiper	Bartramia longicauda	261
UPTA	Unidentified Piranga Tanager	Piranga (sp)	
USHU	Unidentified Selasphorus Hummingbird	Selaphorus (sp)	
USWO	Unspotted Saw-whet Owl	Aegolius ridgwayi	
VABU	Varied Bunting	Passerina versicolor	600
VAFL	Variegated Flycatcher	Empidonomus varius	
VASE	Variable Seedeater	Sporophila americana	
VASO	Varied Solitaire	Myadestes coloratus	
VASW	Vaux's Swift	Chaetura vauxi	424
VATH	Varied Thrush	Ixoreus naevius	763
VBHU	Violet-bellied Hummingbird	Damophila julie	
VCAH	Violet-capped Hummingbird	Goldmania violiceps	
VCHU	Violet-crowned Hummingbird	Amazilia violiceps	439.10000000000002
VCWO	Violet-crowned Woodnymph	Thalurania colombica	
VEER	Veery	Catharus fuscescens	756
VEFL	Vermilion Flycatcher	Pyrocephalus rubinus	471
VEHU	Vervain Hummingbird	Mellisuga minima	
VEMA	Veraguan Mango	Anthracothorax veraguensis	
VERD	Verdin	Auriparus flaviceps	746
VESO	Vermiculated Screech-Owl	Megascops guatemalae	
VESP	Vesper Sparrow	Pooecetes gramineus	540
VGSW	Violet-green Swallow	Tachycineta thalassina	615
VHHU	Violet-headed Hummingbird	Klais guimeti	
VIDA	Viridian Dacnis	Dacnis viguieri	
VIQD	Violaceous Quail-Dove	Geotrygon violacea	
VIRA	Virginia Rail	Rallus limicola	212
VISA	Violet Sabrewing	Campylopterus hemileucurus	
VITR	Violaceous Trogon	Trogon violaceus	
VITW	Vitelline Warbler	Dendroica vitellina	
VIWA	Virginia's Warbler	Vermivora virginiae	644
VIWE	Village Weaver	Ploceus cucullatus	
VOHU	Volcano Hummingbird	Selasphorus flammula	
VOJU	Volcano Junco	Junco vulcani	
WAAL	Wandering Albatross	Diomedea exulans	81.099999999999994
WAJA	Wattled Jacana	Jacana jacana	
WATA	Wandering Tattler	Tringa incana	259
WAVI	Warbling Vireo	Vireo gilvus	627
WBAA	Wing-banded Antbird	Myrmornis torquata	
WBCH	White-bellied Chachalaca	Ortalis leucogastra	
WBEA	White-bellied Antbird	Myrmeciza longipes	
WBEM	White-bellied Emerald	Amazilia candida	
WBMG	White-bellied Mountain-gem	Lampornis hemileucus	
WBNU	White-breasted Nuthatch	Sitta carolinensis	727
WBTH	White-breasted Thrasher	Ramphocinclus brachyurus	
WBWO	Wedge-billed Woodcreeper	Glyphorynchus spirurus	
WBWR	White-bellied Wren	Uropsila leucogastra	
WBWW	White-breasted Wood-Wren	Henicorhina leucosticta	
WCCO	White-crested Coquette	Lophornis adorabilis	
WCHP	White-cheeked Pintail	Anas bahamensis	143.09999999999999
WCHS	White-chinned Swift	Cypseloides cryptus	
WCOM	White-collared Manakin	Manacus candei	
WCPA	White-crowned Parrot	Pionus senilis	
WCPI	White-crowned Pigeon	Patagioenas leucocephala	314
WCRM	White-crowned Manakin	Pipra pipra	
WCSE	White-collared Seedeater	Sporophila torqueola	602
WCSP	White-crowned Sparrow	Zonotrichia leucophrys	554
WCSW	White-collared Swift	Streptoprocne zonaris	
WCTH	White-chinned Thrush	Turdus aurantius	912.20000000000005
WEBL	Western Bluebird	Sialia mexicana	767
WECO	White-eared Conebill	Conirostrum leucogenys	
WECT	Western Chat-Tanager	Calyptophilus tertius	
WEFL	Western Flycatcher	Empidonax difficilis/occid.	464.89999999999998
WEGR	Western Grebe	Aechmophorus occidentalis	1
WEGS	White-eared Ground-Sparrow	Melozone leucotis	
WEGU	Western Gull	Larus occidentalis	49
WEHU	White-eared Hummingbird	Hylocharis leucotis	440.10000000000002
WEKI	Western Kingbird	Tyrannus verticalis	447
WEME	Western Meadowlark	Sturnella neglecta	501.10000000000002
WERH	Western Reef-Heron	Egretta gularis	
WESA	Western Sandpiper	Calidris mauri	247
WESJ	Western Scrub-Jay	Aphelocoma californica	481
WESO	Western Screech-Owl	Megascops kennicottii	373.19999999999999
WESP	Western Spindalis	Spindalis zena	
WETA	Western Tanager	Piranga ludoviciana	607
WETH	White-eyed Thrush	Turdus jamaicensis	912
WEVI	White-eyed Vireo	Vireo griseus	631
WEWA	Worm-eating Warbler	Helmitheros vermivorum	639
WEWP	Western Wood-Pewee	Contopus sordidulus	462
WFAQ	White-faced Quail-Dove	Geotrygon albifacies	
WFIB	White-faced Ibis	Plegadis chihi	187
WFLA	White-flanked Antwren	Myrmotherula axillaris	
WFNU	White-fronted Nunbird	Monasa morphoeus	
WFPA	White-fronted Parrot	Amazona albifrons	
WFRA	White-fringed Antwren	Formicivora grisea	
WFRQ	White-fronted Quail-Dove	Geotrygon leucometopia	
WFSP	White-faced Storm-Petrel	Pelagodroma marina	111
WFSW	White-fronted Swift	Cypseloides storeri	
WFWD	White-faced Whistling-Duck	Dendrocygna viduata	178.09999999999999
WGSH	White-cr. X Golden-cr. Sparrow Hybrid	Zonotrichia leuc. x atricap.	
WGWH	Western X Glaucous-winged Gull Hybrid	Larus occid. x gluaces.	
WHAU	Whiskered Auklet	Aethia pygmaea	19
WHCR	Whooping Crane	Grus americana	204
